name,pos,t1_dist,t2_dist,dist_diff
Damarious Randall,CB,24.67696294117248,29.066401566069374,-4.3894386248968935
Damarious Randall,CB,22.2195679525953,19.33920370646113,2.8803642461341674
Damarious Randall,CB,11.392321975787024,10.500576174667751,0.8917458011192725
Damarious Randall,CB,19.049309698779112,13.101526628603255,5.947783070175857
Sean Davis,SS,27.574774704428687,18.827875610381547,8.74689909404714
Sean Davis,SS,23.043205072211634,19.287459656471093,3.7557454157405417
Sean Davis,SS,17.95037604062934,17.389675097597433,0.5607009430319074
Sean Davis,SS,20.727655439050512,17.125162772949054,3.6024926661014582
Sean Davis,SS,17.41235480915778,11.756164340464112,5.6561904686936675
Sean Davis,SS,11.040941988797883,8.680581777738178,2.360360211059705
Sean Davis,SS,19.027593121569527,13.032298339126523,5.995294782443004
Damarious Randall,CB,25.96754320300633,21.690666195393817,4.276877007612512
Damarious Randall,CB,23.321803103533824,23.536773355751208,-0.21497025221738397
Damarious Randall,CB,34.85184643602115,28.611193613689032,6.240652822332116
Damarious Randall,CB,20.458274609555907,18.53400388475194,1.9242707248039679
Sean Davis,SS,21.580407781133328,17.56098516598656,4.01942261514677
Sean Davis,SS,13.09129863688091,14.082790916576162,-0.991492279695251
Sean Davis,SS,25.968873675999124,32.63138366664828,-6.662509990649159
Terrell Edmunds,DB,31.214781754803283,36.559131554236906,-5.344349799433623
Damarious Randall,CB,11.860746182260208,9.610874049741794,2.249872132518414
Jabrill Peppers,FS,28.870538616381918,29.17909525670733,-0.3085566403254134
Sean Davis,SS,27.383478595678813,29.32064460410105,-1.9371660084222384
Sean Davis,SS,11.705233872076194,13.920352007043494,-2.2151181349673
Terrell Edmunds,DB,31.31694269880123,32.573659604042035,-1.256716905240804
Sean Davis,SS,24.245826444978114,21.625489589833567,2.620336855144547
Sean Davis,SS,25.92248444883322,20.997547475836317,4.924936972996903
Sean Davis,SS,25.81028670898485,30.277636961955928,-4.467350252971077
Terrell Edmunds,DB,20.216280567898735,18.230054854552687,1.9862257133460481
Sean Davis,SS,18.74965866355972,15.504789582577384,3.244869080982337
Damarious Randall,CB,11.379934094712505,13.652007178433507,-2.2720730837210024
Sean Davis,SS,22.989565024158246,21.367325522863165,1.6222395012950805
Damarious Randall,CB,28.62855218134511,22.842070834317976,5.786481347027134
Sean Davis,SS,29.25233836806897,22.06702970496936,7.185308663099608
Sean Davis,SS,20.381658421237464,14.525580883393273,5.856077537844191
Damarious Randall,CB,8.50074114415914,4.961370778323268,3.5393703658358717
Derrick Kindred,SS,9.055705383900252,7.450543604328474,1.6051617795717776
Damarious Randall,CB,30.221391430574467,30.84926255196386,-0.6278711213893935
Derrick Kindred,SS,14.329385890539761,13.065756771040856,1.2636291194989049
Damarious Randall,CB,21.19637940781397,20.554926416798484,0.6414529910154876
Sean Davis,SS,12.880372665416171,4.687216658103187,8.193156007312984
Sean Davis,SS,28.542350989363158,28.80956959067594,-0.2672186013127842
Sean Davis,SS,22.30684648263846,20.938923085966003,1.367923396672456
Sean Davis,SS,27.322168654775556,25.324174221482522,1.9979944332930337
Sean Davis,SS,9.426351362006406,4.48126098325014,4.945090378756266
Damarious Randall,CB,23.339556551057267,26.480681637752458,-3.1411250866951903
Briean Boddy-Calhoun,CB,19.921947695945796,14.44263826314292,5.479309432802877
Damarious Randall,CB,21.984176127387627,15.250081966992836,6.7340941603947915
Derrick Kindred,SS,32.173356989907035,32.58590032514063,-0.4125433352335932
Sean Davis,SS,16.97313760033778,22.1469004603353,-5.17376285999752
Briean Boddy-Calhoun,CB,19.54763668579913,12.838009970396502,6.709626715402628
Briean Boddy-Calhoun,CB,10.389311815515017,3.3099244704373523,7.079387345077665
Briean Boddy-Calhoun,CB,16.269987707432353,25.45372664267455,-9.183738935242197
Damarious Randall,CB,19.770495694342113,21.456192579299806,-1.685696884957693
Sean Davis,SS,14.550168383905389,15.554889906392777,-1.0047215224873884
Sean Davis,SS,31.79247867027672,40.58835424108743,-8.795875570810711
Sean Davis,SS,18.421696447395934,8.930587886583952,9.491108560811982
Briean Boddy-Calhoun,CB,11.256860130604808,6.897311070265002,4.359549060339806
Briean Boddy-Calhoun,CB,18.639026262120026,27.942927548844985,-9.303901286724958
Briean Boddy-Calhoun,CB,12.486184365129327,17.276880505461627,-4.790696140332299
Damarious Randall,CB,6.538654295801241,15.63503757590624,-9.096383280105
Joe Schobert,MLB,6.786840207342438,7.7045960309415324,-0.9177558235990944
Clayton Geathers,FS,27.651437575648753,30.617414979060527,-2.965977403411774
Malik Hooker,FS,15.928622037075273,20.063461814951076,-4.134839777875802
Jessie Bates,DB,12.792986359720706,9.460063424734532,3.3329229349861738
Clayton Geathers,FS,23.27663635493754,25.516990418150804,-2.240354063213264
Malik Hooker,FS,15.081236686691181,14.94400214132747,0.13723454536371094
Malik Hooker,FS,17.69217341086165,15.937280194562687,1.7548932162989619
Malik Hooker,FS,28.1346227982534,22.04982766372563,6.08479513452777
Matthias Farley,SS,22.692635369211736,21.053023535824956,1.6396118333867804
Jessie Bates,DB,11.428442588559466,14.075983091777283,-2.647540503217817
Jessie Bates,DB,9.936523536931816,12.094800535767419,-2.1582769988356034
Jessie Bates,DB,11.545284751793695,13.616725010074926,-2.071440258281232
Shawn Williams,SS,24.85449657506665,22.402091420222355,2.452405154844296
Jessie Bates,DB,14.429279261279824,6.485984890515859,7.943294370763965
Shawn Williams,SS,6.606095669909724,2.0649455198624485,4.541150150047276
Jessie Bates,DB,10.311866950266573,15.510157961800388,-5.198291011533815
Jessie Bates,DB,8.315683976679246,2.2848413511664205,6.030842625512825
Clayton Fejedelem,FS,13.060509178435579,6.509592921220189,6.55091625721539
Jessie Bates,DB,21.824069281414957,16.496875461735172,5.327193819679785
Matthias Farley,SS,37.94303625172872,34.10674126913916,3.836294982589564
Clayton Geathers,FS,16.05615146914104,25.56070617177859,-9.504554702637552
Clayton Geathers,FS,29.39872276137179,25.773422357149236,3.6253004042225534
Matthias Farley,SS,16.25273515442862,15.23874338651321,1.0139917679154102
Clayton Fejedelem,FS,30.882171231958417,29.916886535868002,0.9652846960904142
Clayton Fejedelem,FS,9.107546321595077,13.236015261399485,-4.128468939804408
Jessie Bates,DB,14.308127061219443,17.950069637747934,-3.641942576528491
Clayton Fejedelem,FS,21.106060740934108,21.48582090589047,-0.37976016495636244
Jessie Bates,DB,14.337147554517257,20.945882650296703,-6.608735095779446
Clayton Fejedelem,FS,17.42175938302444,16.623011159233457,0.7987482237909838
Jessie Bates,DB,11.44832302129879,13.955790912735829,-2.507467891437038
Clayton Fejedelem,FS,8.965824000057102,13.551166001492271,-4.585342001435169
Jessie Bates,DB,30.661201868159047,29.340443077772356,1.3207587903866909
Matthias Farley,SS,16.73095932694835,18.20301623358063,-1.4720569066322788
Clayton Geathers,FS,13.169153351677554,12.53941784932618,0.6297355023513749
Matthias Farley,SS,25.80872914345067,28.004265746489406,-2.195536603038736
Clayton Fejedelem,FS,32.52649535378812,29.21437488634661,3.3121204674415097
Jessie Bates,DB,11.79129339809675,3.2764920265430244,8.514801371553725
Jessie Bates,DB,27.323136715977537,22.353635051149954,4.9695016648275825
Jessie Bates,DB,12.52665158771489,16.035800572469086,-3.509148984754196
Clayton Fejedelem,FS,9.832853095617773,13.059012213793203,-3.2261591181754294
Jessie Bates,DB,16.25475315100171,16.660939349268393,-0.40618619826668123
Clayton Fejedelem,FS,8.594911285173337,6.621087523964629,1.973823761208708
Jessie Bates,DB,16.405270494569724,12.337361954648168,4.0679085399215555
Jessie Bates,DB,17.17122301992493,13.329561133060606,3.8416618868643244
Clayton Geathers,FS,9.816689869808458,1.9609181522949986,7.85577171751346
Malik Hooker,FS,28.960973740535728,23.551891643772482,5.409082096763246
Clayton Fejedelem,FS,17.467707348132443,20.385389375726923,-2.9176820275944806
Jessie Bates,DB,21.619481954940543,23.691072158093643,-2.0715902031531
Clayton Fejedelem,FS,12.75106270081047,22.72852392919523,-9.97746122838476
Jessie Bates,DB,11.122203019186443,13.611337186331115,-2.4891341671446714
Clayton Fejedelem,FS,21.727137409240086,21.349257598333484,0.3778798109066024
Jessie Bates,DB,20.312774305840147,26.115928089960732,-5.803153784120585
Clayton Fejedelem,FS,20.512749693788013,10.22792745379043,10.284822239997583
Jessie Bates,DB,17.02489941233134,11.110823551834494,5.914075860496846
Clayton Fejedelem,FS,25.971746186962474,25.880297525337678,0.09144866162479559
Jessie Bates,DB,17.54858968692356,9.966062412006051,7.582527274917508
Jessie Bates,DB,10.399312477274632,0.7610519036176155,9.638260573657018
Jessie Bates,DB,17.030167350909977,12.023585155850986,5.006582195058991
Clayton Geathers,FS,11.61550687658528,9.26492309736028,2.3505837792250013
Matthias Farley,SS,21.798536648133055,22.160767134736105,-0.3622304866030497
Malik Hooker,FS,33.79118968015184,35.702259032167696,-1.9110693520158577
Kenny Moore,CB,21.770186035034246,22.213358593423013,-0.4431725583887669
Darius Leonard,LB,18.161951987603093,16.324708266918584,1.8372437206845085
Clayton Fejedelem,FS,10.560009469692728,8.19553536994381,2.364474099748918
Jessie Bates,DB,13.91265610873783,16.836724740875226,-2.9240686321373968
Clayton Fejedelem,FS,13.251301822839897,14.667931006109898,-1.4166291832700004
Jessie Bates,DB,21.794090942271485,15.04933553350446,6.744755408767025
Jessie Bates,DB,23.775924797996815,27.251807279518175,-3.47588248152136
Clayton Fejedelem,FS,13.194699693437514,10.83472657707614,2.359973116361374
Jessie Bates,DB,12.56762905245059,11.605007539851066,0.9626215125995241
Jessie Bates,DB,3.2467984230623257,0.7515317691222373,2.4952666539400883
Jessie Bates,DB,18.562111948805825,14.87056152268636,3.6915504261194645
Jessie Bates,DB,25.447813265583356,27.03208464029365,-1.5842713747102941
Clayton Fejedelem,FS,7.514386202478549,5.29997169803764,2.2144145044409083
Clayton Geathers,FS,24.64638107309063,19.23060321466802,5.4157778584226115
Clayton Geathers,FS,9.591256434899446,8.38116936948538,1.210087065414065
Malik Hooker,FS,20.746269544185527,21.451379908994202,-0.7051103648086752
Malik Hooker,FS,26.81251386946028,24.659904703789913,2.1526091656703663
Clayton Geathers,FS,18.443115246617094,9.841488708523727,8.601626538093367
Malik Hooker,FS,36.72072575535512,32.24975193703046,4.470973818324659
Clayton Geathers,FS,11.633988997759971,8.193979497167415,3.4400095005925557
Malik Hooker,FS,10.709407079759366,3.5623728047468552,7.14703427501251
Jessie Bates,DB,25.01039184019315,19.02126441643668,5.989127423756472
Jessie Bates,DB,6.723005280378708,5.809922546815922,0.9130827335627867
Clayton Fejedelem,FS,35.59858985971214,36.485268259942934,-0.8866784002307924
Jessie Bates,DB,21.6566387050253,22.53447580930162,-0.8778371042763204
Matthias Farley,SS,22.82865085807744,24.696771044004922,-1.8681201859274807
Malik Hooker,FS,13.276784249207335,18.114019432472737,-4.837235183265403
Clayton Geathers,FS,14.873775579858666,18.345465379760746,-3.47168979990208
Jessie Bates,DB,23.88075585068446,18.198049346015086,5.6827065046693725
Jessie Bates,DB,22.67272590581027,13.232278715323373,9.440447190486898
Clayton Geathers,FS,18.48199123471278,19.608365561667807,-1.1263743269550268
Matthias Farley,SS,8.816677378695449,6.250031999918081,2.566645378777368
Matthias Farley,SS,34.31048964966836,39.68613107875344,-5.3756414290850785
Malik Hooker,FS,24.009131596124007,14.639699450466871,9.369432145657136
Clayton Geathers,FS,27.054086567467035,31.80234582542615,-4.748259257959116
Matthias Farley,SS,16.870806145528437,23.616902845208134,-6.746096699679697
Clayton Geathers,FS,12.02002495837675,10.827224944555274,1.1928000138214756
Matthias Farley,SS,21.46500407640306,20.33481005566563,1.1301940207374273
Matthias Farley,SS,35.44023701952344,29.380308031060533,6.059928988462904
