week,game,play,lat_dist,lon_dist,ball_prox,db_prox,sl_prox,bl_prox,qb_speed,t_throw,result,route
1.0,2018090600.0,1628.0,1.0899999999999999,4.77000000000001,0.6560487786742721,7.346788413994242,23.333333000000003,8.47354117237888,3.01,2.5,0.0,
1.0,2018090600.0,1680.0,5.719999999999999,10.969999999999999,0.7741446893184809,1.2127654348636494,17.343333,3.202577087284552,1.42,2.5,1.0,CROSS
1.0,2018090600.0,1715.0,12.07,18.08,0.44045431091090814,1.5747063218263886,1.226666999999999,3.6746156261573844,6.15,4.0,1.0,
1.0,2018090600.0,1750.0,18.439999999999998,11.909999999999997,0.2441311123146767,7.348421599227958,4.6533330000000035,,0.58,1.7989999999999995,1.0,FLAT
1.0,2018090600.0,1779.0,8.77,4.180000000000007,0.7605918747922548,8.396219387319505,13.613333000000004,,0.09,2.3009999999999984,0.0,FLAT
1.0,2018090600.0,1801.0,12.100000000000001,17.64999999999999,0.6977822009767816,1.9572429588582003,10.363333000000004,,0.83,3.099,0.0,OUT
1.0,2018090600.0,1869.0,24.830000000000002,18.68,1.825267103741258,3.020016556246008,4.18,,0.77,2.2989999999999995,1.0,OUT
1.0,2018090600.0,1894.0,9.400000000000002,21.880000000000003,1.1248555462813903,0.817067928632617,18.863333000000004,,2.14,2.9010000000000034,0.0,POST
1.0,2018090600.0,1916.0,9.73,11.280000000000001,0.46518813398452147,4.08795792541949,13.83,,0.15,2.3009999999999984,1.0,ANGLE
1.0,2018090600.0,1940.0,9.720000000000002,9.610000000000007,1.649848477891227,0.4669047011971519,17.133333,,1.67,2.3999999999999986,0.0,IN
1.0,2018090600.0,2055.0,17.790000000000003,52.870000000000005,0.2640075756488833,0.7653757247261018,6.883333,,0.56,3.600999999999999,0.0,POST
1.0,2018090600.0,2094.0,22.379999999999995,27.810000000000002,1.0324727599312202,1.0971326264403978,0.3933330000000055,1.727946758439049,0.57,2.3000000000000007,0.0,GO
1.0,2018090600.0,2116.0,13.94,5.359999999999999,0.7043436661176111,11.608794080351327,14.73,4.161369966729707,1.34,2.6,1.0,FLAT
1.0,2018090600.0,2260.0,9.290000000000003,10.400000000000006,0.9888377015466114,2.7950849718747417,22.05,3.2572994949804777,0.37,2.4010000000000034,1.0,HITCH
1.0,2018090600.0,2305.0,7.369999999999997,12.0,0.8062257748298522,0.4964876634922542,20.353333000000006,1.590220110550734,2.63,3.0,0.0,
1.0,2018090600.0,2360.0,10.96,25.190000000000005,2.940493155917896,1.5730861387730772,11.2,,0.86,3.898999999999994,0.0,CROSS
1.0,2018090600.0,2382.0,15.329999999999998,5.3999999999999915,0.5675385449465059,5.930236082990298,13.753333000000005,2.393532953606447,1.04,1.399000000000001,1.0,FLAT
1.0,2018090600.0,2450.0,13.010000000000005,6.780000000000001,0.845813218151617,2.5761987500967383,5.683333000000005,1.1371895180663594,0.54,1.9009999999999998,1.0,HITCH
1.0,2018090600.0,2474.0,24.3,53.050000000000004,0.7022819946431808,1.7514850841500171,3.73,,2.05,4.098999999999997,0.0,GO
1.0,2018090600.0,2503.0,0.379999999999999,10.919999999999998,4.664289870923543,9.806579424039759,23.113333000000004,,4.3,4.5,0.0,
1.0,2018090600.0,2575.0,1.0199999999999996,12.309999999999999,1.0049875621120892,5.888718026871385,23.563333000000004,,0.83,2.200000000000003,1.0,CROSS
1.0,2018090600.0,2624.0,14.77,7.709999999999994,0.21633307652784362,3.71467360611938,7.593333000000001,4.475019553029906,0.8,1.5,1.0,FLAT
1.0,2018090600.0,2648.0,5.469999999999999,9.050000000000011,1.0897706180660165,5.129775823561883,18.523333,,0.26,2.7010000000000005,1.0,CROSS
1.0,2018090600.0,2693.0,7.080000000000002,10.61,0.46840153714521476,0.47010637094172936,21.5,,0.15,3.0,0.0,HITCH
1.0,2018090600.0,2736.0,19.690000000000005,18.269999999999996,0.560446250768081,4.362029344238762,5.9133330000000015,9.049071775602187,5.62,3.401,1.0,
1.0,2018090600.0,2764.0,7.149999999999999,13.11,0.7360027173862858,1.7497714136423652,13.923333000000007,,2.15,3.0,0.0,HITCH
1.0,2018090600.0,2811.0,2.7099999999999973,17.749999999999996,1.0962207806824324,4.453818586336895,25.623333000000002,1.944453650771859,1.75,3.2010000000000005,1.0,IN
1.0,2018090600.0,2980.0,6.740000000000002,16.86,0.46173585522460586,5.951890455981188,17.24,,0.38,2.600999999999999,1.0,CROSS
1.0,2018090600.0,3004.0,23.69,18.839999999999996,1.8886238376129865,0.8469356528095867,4.723333000000004,3.7748244992317237,1.11,2.3009999999999984,0.0,OUT
1.0,2018090600.0,3066.0,5.219999999999999,11.5,0.30232432915662044,2.8130588333698268,18.083333000000003,,0.18,2.8999999999999986,0.0,CROSS
1.0,2018090600.0,3095.0,0.7299999999999969,16.320000000000007,0.456946386351836,2.421652328473264,20.273333,1.0715409464878198,4.71,3.1999999999999993,0.0,HITCH
1.0,2018090600.0,3181.0,6.469999999999999,56.900000000000006,3.7995394457749723,1.460308186651016,20.403333000000003,2.1341274563624353,1.43,3.100999999999999,0.0,GO
1.0,2018090600.0,3203.0,1.7600000000000016,15.61,0.014142135623735673,1.3943098651304175,22.44,,2.18,2.9010000000000034,0.0,HITCH
1.0,2018090600.0,3257.0,3.84,1.8100000000000023,4.743184584221867,4.9896392655180986,24.003333000000005,5.161414534795673,1.48,1.4009999999999998,0.0,
1.0,2018090600.0,3279.0,7.360000000000003,11.289999999999992,0.7716216689544174,5.090550068509295,22.54,,1.18,2.5,1.0,HITCH
1.0,2018090600.0,3392.0,24.259999999999998,18.380000000000003,2.2181523843054616,2.1802064122463283,3.25,0.7224956747275404,3.5,2.1999999999999993,0.0,CORNER
1.0,2018090600.0,3481.0,6.559999999999999,22.85,0.7256031973468684,1.9291708063310493,23.723333000000004,,0.77,2.5989999999999966,0.0,POST
1.0,2018090600.0,3507.0,14.340000000000003,22.2,1.5126797413861257,3.769031705889458,8.373333000000002,,0.49,3.100999999999999,1.0,OUT
1.0,2018090600.0,3626.0,3.6999999999999993,16.689999999999998,0.4000000000000057,2.308354392202374,20.09,3.4444883509746393,0.38,3.0,1.0,
1.0,2018090600.0,3678.0,6.25,26.37,1.0008995953640893,2.521745427278494,17.51,4.412674925711159,1.23,2.9010000000000034,0.0,POST
1.0,2018090600.0,3791.0,11.850000000000001,1.4899999999999949,0.9377632963600046,2.2905457864884435,17.48,,1.81,1.2009999999999996,1.0,SCREEN
1.0,2018090600.0,3844.0,6.07,8.989999999999995,1.043886967061083,15.473344822629665,15.83,,2.73,3.198999999999998,1.0,FLAT
1.0,2018090600.0,3904.0,17.19,7.280000000000001,0.8183520025025889,2.686633581268574,4.17,3.6516571580585153,0.53,1.7989999999999995,1.0,OUT
1.0,2018090600.0,3928.0,19.45,54.19,0.2402082429892811,1.011335750381645,8.683333000000005,4.235575521697141,1.33,3.399000000000001,0.0,GO
1.0,2018090600.0,3950.0,10.759999999999998,6.439999999999998,0.9741663102366038,12.40040321925058,10.43,,0.32,2.899000000000001,1.0,FLAT
1.0,2018090600.0,3979.0,19.55,9.369999999999997,0.3569313659514933,4.835080144113437,2.95,3.2128647652834683,2.32,3.5999999999999996,1.0,FLAT
1.0,2018090600.0,4142.0,6.59,11.569999999999993,0.9033825324855481,4.092004398824608,16.463333000000006,,0.49,2.301000000000002,1.0,HITCH
1.0,2018090600.0,4166.0,3.1400000000000006,26.349999999999994,0.9700000000000034,2.450795789126464,20.043333000000004,,1.14,3.0,1.0,IN
1.0,2018090600.0,4207.0,3.599999999999998,0.03999999999999915,1.277693233918065,1.3500370365289982,15.01,8.611805850110645,2.87,2.5,0.0,SCREEN
1.0,2018090600.0,4258.0,19.560000000000002,24.810000000000002,0.5594640292279728,3.138996654983883,3.77,,2.15,2.700000000000003,1.0,OUT
1.0,2018090600.0,4282.0,9.449999999999996,13.349999999999998,0.5110772935672286,1.712921480979208,19.843333,,0.53,2.099,1.0,IN
1.0,2018090600.0,4325.0,5.789999999999999,13.670000000000002,0.5508175741568181,0.9841239759298626,21.77,2.9051161766786517,1.76,2.600999999999999,1.0,SLANT
1.0,2018090600.0,4366.0,6.209999999999994,18.759999999999998,1.4937201879870303,0.8720665112249155,0.08333300000000321,4.566486614455359,7.44,6.099000000000004,0.0,HITCH
1.0,2018090600.0,4395.0,0.9200000000000017,24.18,0.2745906043549208,1.474923726841493,24.29,,0.54,2.399000000000001,0.0,GO
1.0,2018090600.0,4417.0,12.420000000000002,7.049999999999997,9.609464084952918,2.730750812505598,16.813333,,1.48,2.8000000000000007,0.0,HITCH
1.0,2018090600.0,4439.0,8.840000000000003,24.43,1.7204650534085293,3.669795634636894,22.633333000000004,,0.39,2.0,0.0,
1.0,2018090600.0,4472.0,22.28,15.590000000000002,0.08062257748298557,0.58309518948453,0.49,,1.67,2.099,0.0,GO
1.0,2018090900.0,71.0,1.8200000000000003,4.460000000000001,1.9053870997778894,5.589749547162197,19.153333000000003,5.370819304351993,5.73,5.699999999999999,1.0,SCREEN
1.0,2018090900.0,95.0,1.5299999999999976,10.329999999999998,2.4764894508154116,1.845453873712371,24.893333000000002,,0.39,2.0,1.0,HITCH
1.0,2018090900.0,186.0,32.72,35.36000000000001,2.454587541726714,6.337041896658088,7.863333000000004,,1.42,5.100999999999999,1.0,POST
1.0,2018090900.0,210.0,25.04,18.69999999999999,0.7648529270389277,1.0248902380255192,0.7966669999999993,5.635672098339297,1.32,3.301,0.0,GO
1.0,2018090900.0,232.0,3.41,15.340000000000003,0.9154780172128625,4.956309110618508,21.003333000000005,,0.54,2.299999999999997,1.0,CROSS
1.0,2018090900.0,313.0,3.0299999999999994,9.210000000000008,0.9266067126888317,2.3413884769512214,13.54,,6.25,4.5,1.0,FLAT
1.0,2018090900.0,444.0,22.279999999999998,2.8799999999999955,5.2362582060093255,2.505454050666265,9.63,6.064956718724377,1.63,2.698999999999998,0.0,FLAT
1.0,2018090900.0,531.0,14.930000000000001,11.439999999999998,0.1581138830084184,1.946997688750554,9.43,,0.62,1.8000000000000007,0.0,OUT
1.0,2018090900.0,553.0,3.4499999999999993,20.199999999999996,0.734982993000518,6.066011869424588,26.043333000000004,4.51159616987159,0.4,2.4000000000000004,0.0,POST
1.0,2018090900.0,600.0,7.509999999999998,14.36,0.9829038610159189,2.9274562336608896,23.49,7.783945015222036,0.83,1.8000000000000043,0.0,HITCH
1.0,2018090900.0,622.0,12.190000000000001,-0.269999999999996,1.3413426109685749,5.915741711738265,15.58,8.19654805390659,1.81,1.7000000000000002,1.0,CROSS
1.0,2018090900.0,646.0,20.060000000000002,29.11,1.9940160480798532,0.9462557793746856,2.21,3.02539253651489,1.22,2.799999999999997,0.0,GO
1.0,2018090900.0,720.0,6.809999999999999,19.509999999999998,0.1699999999999996,1.5181897114655998,24.483333000000002,6.150747922001033,0.9,2.698999999999998,0.0,POST
1.0,2018090900.0,742.0,18.169999999999998,40.940000000000005,0.4767598976424073,1.0245974819410852,11.013333000000003,3.1099999999999994,1.81,4.0,0.0,
1.0,2018090900.0,775.0,7.070000000000002,21.340000000000003,0.3883297567789524,2.1052315787105287,10.32,,7.52,4.898999999999994,0.0,IN
1.0,2018090900.0,797.0,15.93,9.030000000000001,1.8721645226849044,4.510088690923937,9.7,,1.18,2.3999999999999986,1.0,FLAT
1.0,2018090900.0,853.0,13.759999999999998,12.460000000000008,1.0396634070698165,0.8973850901368974,16.253333000000005,,0.93,2.0,1.0,HITCH
1.0,2018090900.0,877.0,14.529999999999998,11.909999999999997,1.6412495239907965,2.8220028348674515,7.303333000000002,4.090928989850599,1.11,1.899000000000001,1.0,WHEEL
1.0,2018090900.0,901.0,7.18,5.490000000000009,1.6471186963907505,0.9794896630388742,20.21,,3.44,1.8000000000000007,1.0,FLAT
1.0,2018090900.0,925.0,4.879999999999999,15.039999999999992,1.3290974381135503,0.4675467891024302,16.34,,5.04,2.799999999999997,0.0,CROSS
1.0,2018090900.0,947.0,13.169999999999998,21.02000000000001,2.064097865896864,5.5060058118385635,14.803333000000002,,0.91,2.3000000000000007,1.0,POST
1.0,2018090900.0,1161.0,1.0299999999999976,8.660000000000004,0.202484567313167,5.002339452696109,23.82,1.931320791582796,4.5,2.6000000000000014,0.0,
1.0,2018090900.0,1204.0,11.880000000000003,10.849999999999998,2.0350184274349994,1.2442266674525222,0.5033330000000049,3.345160683734037,7.53,8.300000000000004,0.0,OUT
1.0,2018090900.0,1260.0,20.11,6.189999999999998,1.0242070103255503,10.509215003985787,5.02,1.672004784682149,0.69,3.9000000000000004,1.0,CROSS
1.0,2018090900.0,1316.0,19.07,21.650000000000002,0.5188448708429144,0.6530696746902215,3.72,4.5618636542535995,0.44,2.1000000000000014,0.0,GO
1.0,2018090900.0,1338.0,11.93,16.85,1.1423659658795864,0.4920365840057048,17.573333000000005,2.741167634421509,1.17,2.899000000000001,0.0,HITCH
1.0,2018090900.0,1425.0,6.380000000000003,14.72999999999999,0.2906888370749725,1.288759093081405,14.763333000000003,,2.55,4.800000000000001,0.0,HITCH
1.0,2018090900.0,1551.0,23.709999999999997,34.03,0.6879680225126756,0.7278049189171576,3.033333000000006,3.193775195595327,0.87,2.4010000000000034,0.0,GO
1.0,2018090900.0,1713.0,7.0,9.040000000000006,1.142365965879582,2.211176157613868,15.8,,1.17,2.701,1.0,ANGLE
1.0,2018090900.0,1737.0,2.5299999999999976,6.090000000000003,0.3805259518088113,6.985649576095275,19.22,3.845321833084964,1.25,1.7989999999999995,1.0,ANGLE
1.0,2018090900.0,1823.0,18.45,15.21,0.5292447448959687,2.1021893349553467,5.19,3.5307364670844517,0.81,3.100999999999999,1.0,HITCH
1.0,2018090900.0,1847.0,0.4400000000000013,2.400000000000002,0.2765863337187871,4.035864219718002,23.21,3.5029416209808573,0.45,3.399000000000001,0.0,ANGLE
1.0,2018090900.0,1869.0,2.6099999999999994,32.67,7.62965267885767,7.584095199824432,25.96,2.0654539452623983,1.34,3.6999999999999993,0.0,IN
1.0,2018090900.0,1906.0,27.55,18.15,1.8212358441453984,3.0959489659876502,2.01,9.772256648287543,1.83,4.899000000000001,0.0,FLAT
1.0,2018090900.0,2037.0,12.469999999999999,7.240000000000002,0.44147480109288234,2.3773935307390737,8.833333000000003,5.832400877854678,0.94,1.9010000000000034,0.0,WHEEL
1.0,2018090900.0,2119.0,21.24,8.89,0.7621679604916481,7.57866742904054,8.99,,0.89,2.0,1.0,OUT
1.0,2018090900.0,2199.0,10.05,10.480000000000004,0.14212670403552066,1.7452220489095367,13.273333000000001,,0.48,2.699,1.0,ANGLE
1.0,2018090900.0,2223.0,12.16,17.689999999999998,0.5408326913195977,4.8703695958315105,17.09,,0.44,2.399000000000001,1.0,HITCH
1.0,2018090900.0,2264.0,7.460000000000001,5.009999999999998,1.0065783625729332,8.989115640595571,20.733333000000002,,2.75,2.1000000000000014,1.0,SCREEN
1.0,2018090900.0,2288.0,17.67,12.719999999999999,0.29068883707496884,6.406192316813473,20.733333000000002,,4.35,7.5,1.0,HITCH
1.0,2018090900.0,2312.0,2.6199999999999974,12.079999999999998,0.6609841147864319,6.261709031885783,25.623333000000002,3.762406145008801,0.24,2.3000000000000043,1.0,HITCH
1.0,2018090900.0,2353.0,4.639999999999997,12.09,1.1011357772772647,4.530309040231142,17.813333,4.242640687119285,0.7,1.9009999999999998,1.0,HITCH
1.0,2018090900.0,2377.0,27.42,25.75,0.8095060222135471,0.8188406438373711,2.26,2.1135751701796663,1.33,2.100999999999999,1.0,GO
1.0,2018090900.0,2440.0,19.740000000000002,10.14,0.7324616030891972,12.606482459433323,4.43,3.3708307581366297,0.24,2.2989999999999995,1.0,FLAT
1.0,2018090900.0,2572.0,13.950000000000001,7.079999999999998,4.845802307152036,8.395981181493916,5.97,4.803748536299542,0.79,2.0,0.0,OUT
1.0,2018090900.0,2594.0,17.94,27.110000000000007,1.0421612159354248,0.8316850365372758,4.54,1.9557607215607937,0.97,2.6000000000000014,0.0,GO
1.0,2018090900.0,2646.0,19.910000000000004,7.649999999999999,0.28231188426986037,2.9369542046140253,4.62,,0.95,3.100999999999999,1.0,FLAT
1.0,2018090900.0,2696.0,15.41,4.049999999999999,1.1573245007343453,8.248787789730073,13.723333000000004,,1.64,2.0,1.0,
1.0,2018090900.0,2732.0,3.7900000000000027,11.2,0.6576473218982936,1.9543796969882785,19.91,,0.08,1.7000000000000028,1.0,SLANT
1.0,2018090900.0,2799.0,11.07,6.68,4.9419125852244665,3.0814606925936867,7.463333000000006,,2.41,2.401,0.0,FLAT
1.0,2018090900.0,2821.0,8.719999999999999,0.13999999999999702,0.6811754546370556,7.007774254354945,12.753333000000005,7.0094293633647515,1.83,1.2000000000000028,1.0,SCREEN
1.0,2018090900.0,2845.0,8.559999999999999,14.339999999999996,1.5373353570382793,0.5685947590331816,13.993333,1.809226353997753,1.48,2.0989999999999966,0.0,SLANT
1.0,2018090900.0,2955.0,16.740000000000002,27.200000000000003,1.419048977308398,0.37161808352124387,5.76,3.088462400612964,1.16,2.4010000000000034,0.0,GO
1.0,2018090900.0,3161.0,3.3100000000000005,21.049999999999997,11.983196568528781,1.5938946012832849,0.39,2.01357890334598,7.63,8.600000000000001,0.0,GO
1.0,2018090900.0,3210.0,3.5599999999999987,20.019999999999996,1.598405455446143,2.1881956036881167,19.213333000000006,3.451724206827654,0.93,3.1000000000000014,1.0,IN
1.0,2018090900.0,3342.0,23.529999999999998,28.400000000000006,0.8570297544426356,0.954829827770369,0.28333300000000605,2.4417411820256505,1.51,2.0,0.0,
1.0,2018090900.0,3420.0,1.5700000000000003,18.049999999999997,0.2549509756796426,1.046565812550746,22.25,2.251443981093028,1.29,3.101000000000006,0.0,POST
1.0,2018090900.0,3607.0,28.11,2.6600000000000037,1.8843035848822238,6.333695603674053,22.173333000000003,5.650221234606656,6.6,6.398999999999999,0.0,
1.0,2018090900.0,3629.0,6.410000000000004,17.36,1.8278949641596025,1.137585161647258,16.513333000000003,4.635342490043214,1.1,3.0989999999999966,0.0,CROSS
1.0,2018090900.0,3680.0,13.27,7.0,0.6592419889539719,4.013826104853078,10.123333000000002,3.4969272225769887,0.55,1.900999999999999,0.0,FLAT
1.0,2018090900.0,3702.0,11.34,15.89,16.224687978509788,10.150566486654824,15.38,2.7048475003223396,6.78,6.200000000000003,0.0,HITCH
1.0,2018090900.0,3748.0,10.129999999999995,30.560000000000002,1.0640488710580869,1.5259423318068135,9.313333,1.3842326394071207,3.6,5.699999999999999,1.0,POST
1.0,2018090900.0,3784.0,13.14,8.579999999999998,0.49929950931279643,3.9170652279480827,9.123333000000002,3.612713661501562,0.61,2.0,1.0,OUT
1.0,2018090900.0,3829.0,8.809999999999999,22.0,0.2408318915758458,1.055888251663025,22.69,2.454648651029306,1.19,2.899,0.0,POST
1.0,2018090900.0,4093.0,0.9599999999999973,18.53000000000001,1.0245974819410775,2.334202219174681,26.283333000000002,1.8680738743422374,1.11,3.1999999999999993,1.0,IN
1.0,2018090900.0,4260.0,25.81,40.81,0.9055385138137424,0.9404786015641183,3.62,2.895600110512501,1.29,3.0,0.0,GO
1.0,2018090900.0,4303.0,24.84,21.6,0.7723341245859812,0.6958448102845899,4.74,1.2345849504995525,2.66,3.0000000000000004,0.0,OUT
1.0,2018090900.0,4503.0,20.709999999999997,17.950000000000003,0.6718630812896209,1.307287267588892,1.523333000000001,4.097962908568107,1.56,2.999999999999999,1.0,HITCH
1.0,2018090900.0,4527.0,10.71,11.679999999999993,0.3337663853655711,8.710826596827653,19.54,3.894663014947508,0.71,2.398999999999994,1.0,CROSS
1.0,2018090900.0,4596.0,8.449999999999996,21.549999999999997,1.586600138661282,1.3471822445385802,10.453333,2.746961958236774,7.2,5.2989999999999995,1.0,IN
1.0,2018090900.0,4637.0,25.2,35.95,2.1708293346092407,1.925746608461249,6.77,3.3270407271327493,2.26,3.100999999999999,0.0,CORNER
1.0,2018090901.0,72.0,2.0,0.16999999999999815,3.2962099447699025,11.14974887609582,26.543333000000004,,1.84,1.9010000000000034,1.0,
1.0,2018090901.0,96.0,4.32,11.269999999999996,0.9266067126888268,1.4212670403551928,24.42,6.9652997064017255,0.59,1.2989999999999995,0.0,SLANT
1.0,2018090901.0,157.0,9.139999999999997,4.310000000000002,2.118159578502055,2.7438841083398606,21.38,3.2794054339163377,3.44,2.301000000000002,1.0,CROSS
1.0,2018090901.0,248.0,10.96,23.520000000000003,1.4933519344079658,0.7907591289387709,11.563333,3.1596993527865935,0.03,2.201,0.0,GO
1.0,2018090901.0,291.0,8.549999999999997,10.280000000000008,2.211628359376863,0.47853944456021896,19.17,4.671487985642261,0.67,2.0,0.0,SLANT
1.0,2018090901.0,339.0,3.5,8.64,2.475520147362974,13.51600532701878,24.08,,3.25,3.898999999999994,1.0,ANGLE
1.0,2018090901.0,405.0,5.739999999999998,9.150000000000006,1.7415510328439996,2.4396106246694327,15.443333000000003,2.7424988605284764,0.5,2.8,0.0,IN
1.0,2018090901.0,439.0,15.389999999999999,4.310000000000002,3.454634568228601,4.794163117792298,16.53,4.355066015573127,1.78,1.1999999999999957,1.0,FLAT
1.0,2018090901.0,523.0,10.440000000000005,7.689999999999998,1.406164997430952,5.290368607195541,11.763333000000003,3.5961090083588942,3.52,3.4010000000000034,0.0,ANGLE
1.0,2018090901.0,566.0,13.620000000000001,9.909999999999997,1.5054567413247066,2.221733557382609,13.183333000000005,1.8304371062672418,1.65,3.700000000000003,0.0,ANGLE
1.0,2018090901.0,613.0,23.2,40.9,1.8284966502567048,0.7877182237323143,3.46,3.00960130249839,0.46,2.0,0.0,GO
1.0,2018090901.0,635.0,19.529999999999998,16.860000000000007,2.0800961516237666,4.62456484439347,6.19,5.221819606229231,0.26,2.201,0.0,OUT
1.0,2018090901.0,680.0,12.61,20.08,1.96491730105875,3.209890963880235,9.57,1.6414932226482077,3.95,2.3999999999999986,1.0,GO
1.0,2018090901.0,704.0,9.53,16.989999999999995,1.5430489298787688,0.8190848551890102,9.94,4.21855425471807,3.97,4.100999999999999,0.0,HITCH
1.0,2018090901.0,854.0,3.4400000000000013,5.640000000000001,5.561906148075495,9.935154754708158,23.19,2.32776717048764,1.23,2.0989999999999966,0.0,HITCH
1.0,2018090901.0,865.0,7.899999999999999,0.009999999999990905,2.651131833764594,4.957670824086652,16.33,3.1130692250574867,3.08,2.399,1.0,SCREEN
1.0,2018090901.0,977.0,16.119999999999997,20.680000000000003,2.2313448859376233,2.7472167733908375,3.45,6.375201957585343,4.99,6.0,1.0,FLAT
1.0,2018090901.0,1112.0,4.420000000000002,10.520000000000003,3.0844448447005828,4.5003999822238026,22.84,1.8369812192834183,3.17,2.5,1.0,GO
1.0,2018090901.0,1136.0,8.890000000000004,1.9499999999999993,5.20124984979572,8.870090191198734,14.023333000000001,6.090402285563737,1.44,1.399000000000001,1.0,SCREEN
1.0,2018090901.0,1177.0,1.7000000000000028,3.4899999999999984,1.1810588469674148,8.242936370007959,19.023333,,1.64,2.0,0.0,ANGLE
1.0,2018090901.0,1199.0,15.18,26.48,2.379180531191359,1.540292180074936,5.38,,5.81,7.0,0.0,
1.0,2018090901.0,1306.0,19.599999999999998,36.230000000000004,0.5215361924162119,1.4616771189288014,3.69,1.7608236708995004,0.44,2.6999999999999993,1.0,GO
1.0,2018090901.0,1330.0,8.52,8.850000000000009,3.0586598372489915,8.33021608363192,24.48,7.7909242070501525,6.42,3.101000000000006,0.0,
1.0,2018090901.0,1373.0,5.870000000000001,20.439999999999998,1.9192967462068002,0.7655063683601849,19.1,2.6925824035672505,1.03,3.0,0.0,
1.0,2018090901.0,1452.0,0.07000000000000028,1.1299999999999955,2.217408397206062,5.942162905878625,26.313333000000004,5.218294740621693,2.62,1.399000000000001,1.0,
1.0,2018090901.0,1516.0,2.7699999999999996,68.72,0.044721359549993255,0.24596747752497558,23.743333000000003,,1.53,3.599,0.0,POST
